available_cities,available_days,available_time_slots,base_price,breed_specific,category,city_pricing,created_at,created_by,deposit_percentage,description,duration,duration_minutes,excludes,features,fulfillment,id,image,image_url,includes,is_24x7,is_active,is_bookable,is_free,is_synced_from_product,mira_whispers,name,payment_timing,pet_count_pricing,pet_size_pricing,pet_sizes,pet_types,pillar,price,provider_id,provider_name,requires_consultation,service_type,source_product_id,status,sync_timestamp,tags,updated_at
,,,350.0,,accessories,,2026-02-27T16:08:35.628454+00:00,,,"Doggo gets excited while gobbling treats and spills food everywhere? Don't worry, we've got this for you. With the most pawdorable feeding mat, especially personalised for your little furry baby, gobbling on treats would not only be easier, but also a lot of fun! Size: 14 X 10 Inches",,,,,,svc-shopify-5844776943770,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/PugFeedingMat.png?v=1602741570,,,,,,True,,Pug Feeding Mat,,,,,,shop,350.0,,,,product,shopify-5844776943770,active,2026-02-27T16:08:48.439064+00:00,['Feeding Mat'],2026-02-27T16:08:48.439066+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.628940+00:00,,,"Doggo gets excited while gobbling treats and spills food everywhere? Don't worry, we've got this for you. With the most pawdorable feeding mat, especially personalised for your little furry baby, gobbling on treats would not only be easier, but also a lot of fun! Size: 14 X 10 Inches",,,,,,svc-shopify-5844775075994,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/RotweillerFeedingMat.png?v=1602741537,,,,,,True,,Rotweiller Feeding Mat,,,,,,shop,350.0,,,,product,shopify-5844775075994,active,2026-02-27T16:08:48.439574+00:00,['Feeding Mat'],2026-02-27T16:08:48.439576+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.629407+00:00,,,"Doggo gets excited while gobbling treats and spills food everywhere? Don't worry, we've got this for you. With the most pawdorable feeding mat, especially personalised for your little furry baby, gobbling on treats would not only be easier, but also a lot of fun! Size: 14 X 10 Inches",,,,,,svc-shopify-5844772389018,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/ScottishTerrierFeedingMat.png?v=1602741497,,,,,,True,,Scottish Terrier Feeding Mat,,,,,,shop,350.0,,,,product,shopify-5844772389018,active,2026-02-27T16:08:48.440092+00:00,['Feeding Mat'],2026-02-27T16:08:48.440095+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.629898+00:00,,,"Doggo gets excited while gobbling treats and spills food everywhere? Don't worry, we've got this for you. With the most pawdorable feeding mat, especially personalised for your little furry baby, gobbling on treats would not only be easier, but also a lot of fun! Size: 14 X 10 Inches",,,,,,svc-shopify-5844770357402,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/ShihtzuFeedingMat.png?v=1602741437,,,,,,True,,Shihtzu Feeding Mat,,,,,,shop,350.0,,,,product,shopify-5844770357402,active,2026-02-27T16:08:48.440591+00:00,['Accessories'],2026-02-27T16:08:48.440593+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.630400+00:00,,,"Doggo gets excited while gobbling treats and spills food everywhere? Don't worry, we've got this for you. With the most pawdorable feeding mat, especially personalised for your little furry baby, gobbling on treats would not only be easier, but also a lot of fun! Size: 14 X 10 Inches",,,,,,svc-shopify-5844323532954,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/YorkshireTerrierFeedingMat.png?v=1602728129,,,,,,True,,Yorkshire Terrier Feeding Mat (Set Of Two),,,,,,shop,350.0,,,,product,shopify-5844323532954,active,2026-02-27T16:08:48.441102+00:00,['Accessories'],2026-02-27T16:08:48.441104+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.630884+00:00,,,"Doggo gets excited while gobbling treats and spills food everywhere? Don't worry, we've got this for you. With the most pawdorable feeding mat, especially personalised for your little furry baby, gobbling on treats would not only be easier, but also a lot of fun! Material: MDF Size: 14 X 10 Inches",,,,,,svc-shopify-5844321304730,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/MalteseFeedingMat.png?v=1602728015,,,,,,True,,Maltese Feeding Mat,,,,,,shop,350.0,,,,product,shopify-5844321304730,active,2026-02-27T16:08:48.441610+00:00,['Accessories'],2026-02-27T16:08:48.441613+00:00
,,,335.0,,treats,,2026-02-27T16:08:35.631404+00:00,,,"Indulge your furry friend in the savory goodness of our Cheese and Chicken dog treats! Made with a blend of cheddar cheese powder, chicken bits, oats, rice flour, and egg, these biscuits are a premium snack your pet will love. Our unique recipe contains no sugar or salt and is all-natural, gluten-fr",,,,,,svc-shopify-5837936328858,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/CHEESYSTRAWS.png?v=1679634939,,,,,,True,,Cheesey Straws,,,,,,shop,335.0,,,,product,shopify-5837936328858,active,2026-02-27T16:08:48.442157+00:00,['Biscuits'],2026-02-27T16:08:48.442159+00:00
,,,299.0,,accessories,,2026-02-27T16:08:35.631884+00:00,,,"Be it your morning cup of tea, or coffee to keep you up at night, these pawdorable coasters is exactly what you need to brighten up all your moods! Material: MDF",,,,,,svc-shopify-5826718236826,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/GoodDogCoasters.jpg?v=1602370904,,,,,,True,,Good Dog Coasters,,,,,,shop,299.0,,,,product,shopify-5826718236826,active,2026-02-27T16:08:48.442653+00:00,"['Accessories', 'Coasters']",2026-02-27T16:08:48.442655+00:00
,,,299.0,,accessories,,2026-02-27T16:08:35.632375+00:00,,,"Be it your morning cup of tea, or coffee to keep you up at night, these pawdorable coasters is exactly what you need to brighten up all your moods! Material: MDF",,,,,,svc-shopify-5826712404122,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/HappinessCoasters.jpg?v=1602370756,,,,,,True,,Happiness Coasters,,,,,,shop,299.0,,,,product,shopify-5826712404122,active,2026-02-27T16:08:48.443166+00:00,"['Accessories', 'Coasters']",2026-02-27T16:08:48.443168+00:00
,,,400.0,,cat-treats,,2026-02-27T16:08:35.632878+00:00,,,"These gummy treats made from chicken, will make your cat go, “Karen, how did you manage to find this purrfect treat for me?!” Net Weight: 200 grams",,,,,,svc-shopify-5794887303322,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/chickenjerky.png?v=1601628400,,,,,,True,,Meow Jerky,,,,,,shop,400.0,,,,product,shopify-5794887303322,active,2026-02-27T16:08:48.443669+00:00,"['Cat Treats', 'Treats']",2026-02-27T16:08:48.443671+00:00
,,,399.0,,hampers,,2026-02-27T16:08:35.633363+00:00,,,Delicious hampers made with love for your furry friend.,,,,,,svc-shopify-5753288261786,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/8DA6E747-31BE-45F6-B00C-BAA73AFB43ED.png?v=1694430514,,,,,,True,,Party Box (Add On),,,,,,shop,399.0,,,,product,shopify-5753288261786,active,2026-02-27T16:08:48.444185+00:00,[],2026-02-27T16:08:48.444187+00:00
,,,299.0,,accessories,,2026-02-27T16:08:35.633839+00:00,,,"Be it your morning cup of tea, or coffee to keep you up at night, these pawdorable coasters with the name and illustration of your furry baby is exactly what you need to brighten up all your moods! Material: MDF",,,,,,svc-shopify-5741622493338,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/Coasters.png?v=1600263249,,,,,,True,,Custom Breed Coasters,,,,,,shop,299.0,,,,product,shopify-5741622493338,active,2026-02-27T16:08:48.444674+00:00,"['Accessories', 'Coasters']",2026-02-27T16:08:48.444676+00:00
,,,350.0,,accessories,,2026-02-27T16:08:35.634405+00:00,,,"Doggo gets excited while gobbling treats and spills food everywhere? Don't worry, we've got this for you. With the most pawdorable feeding mat, especially personalised for your little furry baby, gobbling on treats would not only be easier, but also a lot of fun! Material: MDF Size: 14 X 10 Inches",,,,,,svc-shopify-5700231725210,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/FeedingMat.png?v=1599364552,,,,,,True,,Feeding Mat,,,,,,shop,350.0,,,,product,shopify-5700231725210,active,2026-02-27T16:08:48.445185+00:00,['Accessories'],2026-02-27T16:08:48.445187+00:00
,,,550.0,,treats,,2026-02-27T16:08:35.634901+00:00,,,"This mouth-drooling, yummy apple paw, made up of apple, oats and cinnamon, will make your pet go, “Mlemm! Das the pawfect apple treat!” Net Weight: 500 grams All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after",,,,,,svc-shopify-5685754331290,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/WhatsApp_Image_2024-09-30_at_13.45.46_9347f983-removebg-preview.png?v=1731913873,,,,,,True,,Apple Paw,,,,,,shop,550.0,,,,product,shopify-5685754331290,active,2026-02-27T16:08:48.445705+00:00,['Must Have'],2026-02-27T16:08:48.445714+00:00
,,,250.0,,accessories,,2026-02-27T16:08:35.635410+00:00,,,"Morning coffee seems plain and boring? This mug will make sure that you have the first sip of your coffee by saying, “Aww” and adoring your little fur baby, a little more each day. With the name and illustration of your lil doggo, this mug will surely to melt your heart, everyday!",,,,,,svc-shopify-5640011579546,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/Mugcreative2.jpg?v=1597827346,,,,,,True,,Coffee Mug,,,,,,shop,250.0,,,,product,shopify-5640011579546,active,2026-02-27T16:08:48.446253+00:00,['Accessories'],2026-02-27T16:08:48.446255+00:00
,,,420.0,,frozen-treats,,2026-02-27T16:08:35.635899+00:00,,,"Our best-selling treat and a total chimken classic! Made with 100% real chicken and gently dried with a dash of turmeric, pepper, and ginger—this grain-free, gluten-free jerky is packed with pure protein and tail-wagging flavour. No fillers, no flavouring, no grains—just clean, wholesome goodness fo",,,,,,svc-shopify-5562993377434,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/WhatsAppImage2023-03-18at4.07.22PM.jpg?v=1679635471,,,,,,True,,Chicken Jerky,,,,,,shop,420.0,,,,product,shopify-5562993377434,active,2026-02-27T16:08:48.446769+00:00,"['jerky', 'Treats']",2026-02-27T16:08:48.446771+00:00
,,,499.0,,frozen-treats,,2026-02-27T16:08:35.636390+00:00,,,"Box of 8 bone-shape pieces “Karen, don’t leab any of those! Gib all!“, is what your doggo will say after savouring these pawlicious gummies, made out of banana and coconut oil. All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores",,,,,,svc-shopify-5562450444442,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/4_6be7a682-e5d3-494f-adc6-29c3c6282d1a.png?v=1720173744,,,,,,True,,Banana Cold Jello Bones,,,,,,shop,499.0,,,,product,shopify-5562450444442,active,2026-02-27T16:08:48.447278+00:00,"['Gummies', 'summer', 'Treats']",2026-02-27T16:08:48.447280+00:00
,,,335.0,,treats,,2026-02-27T16:08:35.636887+00:00,,,"Indulge your furry friend with our all-natural Carrot, Sweet Potato &amp; Pumpkin Biscuits! Made with carrots powder, sweet potato powder, pumpkin powder, oats, peanuts, honey, and egg, these heart-shaped biscuits are bursting with flavor and essential nutrients for your pup's overall health and wel",,,,,,svc-shopify-5560385142938,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/VEGGIEANDOATSCOOKIES.png?v=1679635149,,,,,,True,,Veggie and Oat,,,,,,shop,335.0,,,,product,shopify-5560385142938,active,2026-02-27T16:08:48.447793+00:00,"['Biscuits', 'Treats', 'Veg']",2026-02-27T16:08:48.447796+00:00
,,,350.0,,cat-treats,,2026-02-27T16:08:35.637387+00:00,,,"Your kitty wants to eat a cake that looks just like her. The cake has the goodness of tuna/chicken, oats, and cheese cream frosting. Net Weight: 250 grams All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after da",,,,,,svc-shopify-5458817450138,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/CalicoCake.jpg?v=1599867921,,,,,,True,,Calico Cake,,,,,,shop,350.0,,,,product,shopify-5458817450138,active,2026-02-27T16:08:48.448327+00:00,"['Cat Treats', 'Treats']",2026-02-27T16:08:48.448330+00:00
,,,499.0,,frozen-treats,,2026-02-27T16:08:35.637908+00:00,,,"Box of 8 bone-shape pieces To let doggo taste pure apple flavor, these bone-shaped apple gummies are specially made from apple puree sauce. All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after day. Today we bak",,,,,,svc-shopify-5457897324698,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/shutterstock_633062186_1.jpg?v=1699322533,,,,,,True,,Apple Cinnamon Cold Jello Bones,,,,,,shop,499.0,,,,product,shopify-5457897324698,active,2026-02-27T16:08:48.448837+00:00,"['Gummies', 'summer', 'Treats']",2026-02-27T16:08:48.448839+00:00
,,,499.0,,frozen-treats,,2026-02-27T16:08:35.638391+00:00,,,"Box of 8 bone-shape pieces Bone-shaped jellos are ideal for ending a pupper fren’s lomg day. These jellos are made up of chicken broth and are given a hint of mint, frozen with a teaspoon of our dog friendly gelatin. Making it the perfect summer snack! Net Weight: 200 grams / 400 grams All the recip",,,,,,svc-shopify-5457892769946,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/5_ff79fb7d-ff43-49d3-b5aa-da2e0ee9f620.png?v=1720173731,,,,,,True,,Chicken Broth Jello Bones,,,,,,shop,499.0,,,,product,shopify-5457892769946,active,2026-02-27T16:08:48.449342+00:00,"['Gummies', 'summer', 'Treats']",2026-02-27T16:08:48.449344+00:00
,,,377.0,,treats,,2026-02-27T16:08:35.638889+00:00,,,"A flavour-packed crunchy treat made with real chicken bits, fresh strawberries, ragi, and oat flour . These heart-shaped biscuits are gluten-free , all-natural, and contain no preservatives or artificial flavours . Full of vitamins and antioxidants, they’re perfect for guilt-free snacking any time o",,,,,,svc-shopify-5457524981914,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/BERRYCHICKENHEARTS.png?v=1679634900,,,,,,True,,Berry Chicken Hearts,,,,,,shop,377.0,,,,product,shopify-5457524981914,active,2026-02-27T16:08:48.449864+00:00,"['Biscuits', 'Treats']",2026-02-27T16:08:48.449865+00:00
,,,338.14,,treats,,2026-02-27T16:08:35.639376+00:00,,,"Made with real cheddar cheese, chicken bits, egg, and oats , these heart-shaped biscuits are a rich, protein-packed snack your dog will love. Gluten-free, preservative-free, and made with zero added salt or sugar , they’re baked fresh using only natural, high-quality ingredients—no artificial flavou",,,,,,svc-shopify-5457494147226,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/CHICKENANDCHEESEXPLOSION.png?v=1679634995,,,,,,True,,Cheesy Chicken Explosion,,,,,,shop,338.14,,,,product,shopify-5457494147226,active,2026-02-27T16:08:48.450386+00:00,"['Biscuits', 'Treats']",2026-02-27T16:08:48.450388+00:00
,,,550.0,,cakes,,2026-02-27T16:08:35.639871+00:00,,,"Doggo wants to try something different? These pancakes made up of oatmeal, eggs, and buttermilk are going to be the favorite treat when served with honey! Net Weight: 6 pcs All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of ",,,,,,svc-shopify-5457116889242,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/Pawncake.jpg?v=1599867261,,,,,,True,,Pawncakes,,,,,,shop,550.0,,,,product,shopify-5457116889242,active,2026-02-27T16:08:48.450920+00:00,['Must Have'],2026-02-27T16:08:48.450922+00:00
,,,550.0,,treats,,2026-02-27T16:08:35.640355+00:00,,,"Your doggo might end up making woofles its favourite treat because of bananas, oatmeal, and peanut butter. Net Weight: 500 grams All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after day. Today we bake her perfe",,,,,,svc-shopify-5456993222810,,https://cdn.shopify.com/s/files/1/0417/2844/2522/products/Woofles.jpg?v=1599867290,,,,,,True,,Woofles,,,,,,shop,550.0,,,,product,shopify-5456993222810,active,2026-02-27T16:08:48.451423+00:00,['Must Have'],2026-02-27T16:08:48.451425+00:00
,,,550.0,,fresh-meals,,2026-02-27T16:08:35.640842+00:00,,,"Oatmeal, pumpkin sauce, cheddar cheese, and chicken/cheese toppings make this pizza a yum-yum for the Sunday treats. Size: 10 Inch All the recipes used in our bakery are a result of 70 years of research by our Patron Chef Mrs. Mira Sikand, feeding scores of dogs, day after day. Today we bake her per",,,,,,svc-shopify-5456989651098,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/12.png?v=1745221354,,,,,,True,,Pupperoni Pizza,,,,,,shop,550.0,,,,product,shopify-5456989651098,active,2026-02-27T16:08:48.451951+00:00,['Must Have'],2026-02-27T16:08:48.451954+00:00
,,,450.0,,dognuts,,2026-02-27T16:08:35.641473+00:00,,,"Delight in our Banana Bliss Pupcake, where creamy banana topping meets a wholesome oat base. Choose between savory chicken or a full banana flavor burst, creating a perfect blend of health and happiness in every bite Net Weight: 80 grams per pupcake All the recipes used in our bakery are a result of",,,,,,svc-shopify-5456955441306,,https://cdn.shopify.com/s/files/1/0417/2844/2522/files/BananaBliss.png?v=1704195398,,,,,,True,,Banana Bliss,,,,,,shop,450.0,,,,product,shopify-5456955441306,active,2026-02-27T16:08:48.452505+00:00,['Pupcakes'],2026-02-27T16:08:48.452507+00:00
